Product,Batch no.,PO,Line,Mill,RFT-ext.,RFT-Mill,Dosing,Suggestion Side feed,HT1,HT2,HT3,HT4,HT5,Screw speed,Torque,Outlet temp,Throughput ext.(kg/h),Feed,Sep.,Rotor,Air flow,Inlet temp.,Outlet temp.,FG. temp.,Throughput mill (kg/h)
P91486AN,3B14165009,P3B142408200,7,10,/,,0,20,30,50,80,80,80,500,52,,1324.07029,600,470,2800,98,,,,0
JG000TH,3B14169013,P3B142606700,9,9,,/,20,,55,82,100,,,500,35,,147.7596625,10,1370,3645,60,,,,
LA006TH,3B14176004,P3B142607700,7,10,,,0,18,32,50,85,81,83,550,52,,1946.683512,100,520,2800,98,,,,0
P91223AN,3B14163008,P3B142700700,11,14,/,/,0,20,30,50,80,80,80,650,52,,630,7,1150,3757,55,,,,1238.53211
MP356V,3B14168014,P3B142701900,2,3,,/,0,15,30,48,60,80,79,550,36,,0,400,1050,2800,65,,,,0
S2202PABD,3B14173005,P3B142705900,3,4,/,/,0,13,30,50,80,80,80,500,35,,365.1732883,600,1200,2800,65,,,,365.1732883
S2202PBBD,3B14173006,P3B142706000,3,4,/,,0,13,30,50,80,80,80,500,32,,1190.082645,600,1200,2800,65,,,,100.8452065
LN207TH,3B14171006,P3B142801900,1,2,/,,0,8,30,50,80,80,80,500,40,,683.0502349,600,380,2600,98,,,,542.8571429
R91478WN,3B14161002,P3B142308600,8,12,/,/,0,20,30,50,60,80,80,650,47,,1905.882353,500,1500,3000,65,,,,477.6636885
YN309TH,3B14164011,P3B142506800,1,2,,,0,10,30,51,60,80,80,500,42,,592.4950625,600,350,2800,98,,,,
M50087AN,3B14169011,P3B142507600,3,4,,,0,17,30,50,80,100,100,500,38,,0,400,1200,2800,65,,,,1875.208914
P00002AN,3B14163012,P3B142602900,7,10,/,/,0,18,32,50,83,80,83,500,50,,900,500,420,2800,98,,,,630
ED002TH,3B14163018,P3B142603100,10,12,,,25,120,,100,,,,400,50,,566.6666667,12,38,,30,,,,
JA086TH,3B14163020,P3B142603300,10,12,,/,20,120,,100,,,,400,50,,943.0523918,15,30,,30,,,,0
GN300TH,3B14168010,P3B142606300,2,3,,/,0,15,30,50,60,80,80,600,37,,0,500,850,3000,65,,,,0
PI50636AN,3B14168012,P3B142606400,3,4,/,,0,25,31,55,82,96,101,500,46,,472.3523899,400,1170,2800,65,,,,0
M50228CN,3B14171012,P3B142704300,3,4,/,,0,15,30,55,80,83,85,550,39,,0,500,750,2800,65,,,,
M94014AN,3B14172003,P3B142704600,2,3,,,0,25,31,52,79,78,77,500,51,,736.0457984,500,1150,3000,65,,,,1876.777251
PI91491AN,3B14165006,P3B142604900,11,14,,/,0,20,30,50,80,80,80,500,50,,800.5930319,10,1170,3757,55,,,,0
EJ002TH,3B14173004,P3B142508200,3,4,,/,0,20,33,55,82,105,103,550,41,,964.7390691,,,,,,,,0
PI91491AN,3B14165007,P3B142605000,11,14,/,/,0,20,30,50,80,80,80,500,50,,540,10,1170,3757,55,,,,315
S91436DN,3B14168013,P3B142606500,10,12,,/,16,100,,50,,,,300,51,,645.7399103,8,28,,30,,,,
EI304TH,3B14165005,P3B142701200,8,12,,/,0,20,30,50,60,80,80,650,45,,0,,,,,,,,192.3362322
GN101TH,3B14176003,P3B142706900,1,2,,/,0,,,,,,,,,,799.0529743,600,430,3000,98,,,,750
EI302TH,3B14157021,P3B142800900,8,12,,/,0,25,30,50,60,76,81,550,40,,796.7806841,500,1220,2800,65,,,,
R20188AN,3B14165019,P3B142900300,9,9,/,/,18,,50,80,80,,,500,46,,0,10,1550,3645,60,,,,
P00492AN,3B14169014,P3B142702900,7,10,,,0,18,30,50,80,80,80,500,48,,0,500,480,2800,98,,,,0
M54088AN,3B14171010,P3B142704100,3,4,/,/,0,35,30,50,80,,,650,52,,0,500,1200,2800,65,,,,0
M91280AN,3B14172002,P3B142704500,11,14,,,0,10,30,50,80,100,100,500,40,,1134,8,1000,3757,55,,,,0
GA203PA,3B14176001,P3B142706700,10,12,/,/,16,100,,50,,,,300,51,,394.28,8,1400,3656,65,,,,
GA203PB,3B14176002,P3B142706800,10,12,,/,16,100,,50,,,,300,52,,416.2895928,8,1400,3656,65,,,,
R91323AN,3B14157017,P3B142800500,2,3,,,0,15,30,50,80,100,100,500,42,,978.0346821,300,1350,3000,65,,,,239.4965538
S90507TN,3B14157019,P3B142800700,8,12,,/,0,25,30,49,59,79,80,550,49,,0,500,1450,2800,65,,,,0
EA204TH,3B14172017,P3B142802400,8,13,,,0,20,30,50,80,80,80,550,49,,1172.804533,10,1300,3645,60,,,,0
JA016TH,3B14177008,P3B142803000,7,10,/,/,0,20,31,52,83,83,83,500,53,,840,600,430,2800,98,,,,533.33
JI011TH,3B14158010,P3B142406800,2,3,/,/,0,25,30,55,80,80,80,650,46,,1672.862454,400,960,3000,65,,,,1672.862454
MN232PA,3B14164009,P3B142506600,1,2,/,/,0,8,30,50,80,80,80,500,36,,583.3333333,600,45,2800,98,,,,624
S00007BN,3B14162003,P3B142602100,7,10,,/,0,18,31,51,83,83,83,500,54,,0,500,440,2800,98,,,,0
S00007BN,3B14163002,P3B142602600,7,10,/,/,0,18,30,50,80,80,80,500,52,,958.296362,500,440,2800,98,,,,584.8111547
P50010AN,3B14179011,P3B142608500,3,4,,,0,15,33,55,80,85,55,550,36,,1963.636364,500,1130,2800,65,,,,173.7931034
M91475AN,3B14176008,P3B142707000,11,14,/,,0,20,30,50,80,80,80,500,50,,432,7,1260,3757,55,,,,0
P91278DN,3B14176009,P3B142707100,10,12,,,15,100,,50,,,,300,51,,0,600,1020,2800,65,,,,
S08017DN,3B14176006,P3B142900800,8,13,/,/,20,100,,50,,,,300,50,,667.9920477,7,1200,3645,60,,,,0
S00433BN,3B14157008,P3B142406400,7,10,,/,0,16,31,49,84,84,84,600,53,,1180.327869,600,450,2800,98,,,,720
MN232PB,3B14164010,P3B142506700,1,2,/,,0,11,30,50,80,80,80,500,41,,832.9477094,600,410,2800,98,,,,983.8444924
M64501AN,3B14162006,P3B142602200,2,3,,/,0,25,30,50,80,80,80,500,50,,377.3584906,500,1100,2800,65,,,,401.1887073
S00823AN,3B14164017,P3B142604300,7,10,/,/,0,20,30,50,80,100,100,500,52,,790,500,460,2800,98,,,,600
M54005AN,3B14177007,P3B142607900,3,4,,/,0,20,32,55,80,103,105,500,41,,0,500,1150,2800,65,,,,0
MN217PA,3B14170004,P3B142703200,1,2,/,/,0,10,33,51,77,80,84,650,36,,645,500,470,2800,98,,,,
MN217PB,3B14170005,P3B142703300,1,2,/,/,0,10,30,50,80,80,80,650,36,,645,500,450,2800,98,,,,510
MZ314TH,3B14172012,P3B142705400,9,9,,,12,,30,50,80,,,500,54,,0,7,1550,3645,60,,,,1018.387553
YI201PB,3B14173003,P3B142705800,10,12,/,/,16,100,,50,,,,300,52,,0,500,1400,3000,65,,,,0
ME314V,3B14175004,P3B142706300,9,9,,,20,,51,62,81,,,500,43,,271.1400205,7,1450,3645,60,,,,702.2106632
M90621BN,3B14177004,P3B142707800,10,12,/,/,25,110,,100,,,,400,50,,670.212766,600,1200,2800,65,,,,371.6814159
M60099AN,3B14169012,P3B142801500,2,3,/,/,0,25,30,50,79,80,80,500,52,,0,400,1150,2800,65,,,,0
EA011TH,3B14172016,P3B142802300,8,13,/,/,0,20,30,50,80,80,80,550,49,,0,7,1300,3645,60,,,,0
P91035BN,3B14176014,P3B142802800,10,12,,,20,110,,60,,,,400,47,,,500,1100,2800,65,,,,1431.578947
P91035BN,3B14183018,P3B142806200,10,12,/,/,20,110,,60,,,,400,47,,0,500,1200,3000,65,,,,0
M90254AN,3B14169018,P3B142900500,11,14,/,/,0,25,30,50,80,80,80,650,51,,525,10,1200,3757,55,,,,400
EJ200TH,3B14177017,P3B142901500,3,4,,,0,15,30,50,80,80,80,550,29,,0,500,1120,2800,65,,,,162.3261694
SI238PB,3B14183001,P3B142903000,3,4,,,0,20,30,49,81,76,85,550,38,,0,500,1140,3000,65,,,,259.5019659
S60612FN,3B14165020,P3B143100500,2,3,/,,0,15,30,49,79,79,80,500,33,,0,500,980,3000,65,,,,
P91103WN,3B14168002,P3B142408400,3,4,/,/,0,25,30,50,60,80,80,650,31,,536.9127517,600,1000,2950,65,,,,0
MA008TH,3B14162010,P3B142602400,8,13,/,/,0,25,30,50,80,80,80,650,52,,0,3,1400,3645,60,,,,73.55946056
M10136AN,3B14169008,P3B142606600,1,2,,,0,17,30,50,80,100,100,500,52,,377.6,600,350,3000,98,,,,1248.107998
LA005TH,3B14172001,P3B142704400,7,10,,,0,18,31,50,84,84,82,550,53,,1451.612903,500,430,3000,98,,,,1536.819637
YI201PA,3B14173002,P3B142705700,10,12,,/,16,100,,50,,,,300,50,,,500,1400,3000,65,,,,
GW255PBBD,3B14173007,P3B142706100,9,9,/,/,20,,30,50,80,,,500,49,,0,7,1070,3645,60,,,,0
GW255PABD,3B14173008,P3B142706200,9,9,/,/,20,,30,53,82,,,500,46,,0,,,,,,,,0
GI104TH,3B14175005,P3B142706400,2,3,/,,0,20,30,49,80,81,81,650,39,,0,,,,,,,,0
MA003TH,3B14176010,P3B142707200,8,13,,/,0,20,30,50,81,80,79,550,52,,238.6980108,10,1400,3645,60,,,,
P70710XN,3B14176011,P3B142707300,9,9,,,15,,30,50,50,,,500,48,,0,10,1000,3645,60,,,,
P70814XN,3B14176012,P3B142707400,2,3,,,0,20,30,50,80,80,80,650,34,,312.267658,600,950,2950,65,,,,
S91442AN,3B14177001,P3B142707600,1,2,/,/,0,20,32,52,79,82,83,650,52,,1260,600,400,3000,98,,,,600
MK204TH,3B14164020,P3B142801300,2,3,,,0,20,30,50,80,80,80,650,40,,0,400,900,2800,65,,,,0
MA005TH,3B14171013,P3B142802000,8,13,/,/,0,20,30,50,80,80,80,550,54,,0,10,1400,3645,60,,,,0
SI320TH,3B14178005,P3B142803700,3,4,,/,0,15,30,50,60,80,80,650,31,,0,600,1280,3000,65,,,,0
S00464FN,3B14178010,P3B142804200,10,12,,,20,100,,50,,,,300,50,,387.0967742,500,1200,2800,65,,,,0
SA816PA,3B14179001,P3B142901900,10,12,/,,18,100,,50,,,,300,50,,0,500,1300,3000,65,,,,0
SA816PB,3B14179002,P3B142902000,10,12,/,/,18,100,,50,,,,300,50,,156.5217391,500,1400,3000,65,,,,0
M04380AN,3B14168007,P3B142606000,8,13,/,/,0,23,30,50,79,80,85,650,51,,0,10,1200,3645,60,,,,
YI226PB,3B14171002,P3B142607100,2,3,,/,0,15,30,50,80,81,81,650,32,,0,500,1200,2900,65,,,,0
SN302TH,3B14172006,P3B142704800,2,3,,,0,10,30,50,60,78,80,650,22,,78.81210737,600,1250,3000,65,,,,38.33865815
JN195V,3B14177006,P3B142802900,1,2,,/,0,11,31,51,77,83,83,500,40,,581.5384615,500,310,2800,98,,,,545.45
M90387BN,3B14178009,P3B142804100,9,9,,,20,,51,80,79,,,500,50,,269.010989,10,1100,3645,60,,,,0
P08019AN,3B14175001,P3B142508300,7,10,/,/,0,18,31,52,85,82,85,650,44,,771.42,600,450,2800,98,,,,600
YI226PA,3B14171001,P3B142607000,2,3,/,/,0,15,30,50,80,80,80,650,31,,0,500,1250,2900,65,,,,0
LA005TH,3B14183003,P3B142708400,7,10,/,,0,18,32,52,83,78,83,550,52,,900,500,430,3000,98,,,,720
GI204PA,3B14170002,P3B142801600,2,3,/,,0,15,30,48,79,80,80,650,31,,495.6195244,600,1050,3000,65,,,,
GI204PB,3B14170003,P3B142801700,2,3,/,/,0,15,30,51,80,79,80,650,31,,,600,1080,3000,65,,,,0
J2000PIBD,3B14179004,P3B142804500,9,9,,/,15,,30,50,80,,,500,38,,228.9679098,5,1270,3645,60,,,,
M00407WN,3B14183015,P3B142805900,8,13,,/,0,28,30,50,60,80,80,400,49,,0,7,990,3645,60,,,,0
R91462AN,3B14183019,P3B142806300,9,9,,/,20,,55,96,99,,,500,41,,139.941691,10,1310,3645,60,,,,0
EI303TH,3B14183021,P3B142806500,3,4,,,0,25,30,50,60,80,80,650,39,,512.2897801,500,1200,2800,65,,,,0
GA203PA,3B14185003,P3B142904600,10,12,/,/,18,100,,55,,,,300,51,,460,500,1400,2800,65,,,,
GA203PB,3B14185004,P3B142904700,10,12,/,/,18,100,,50,,,,300,52,,345,400,1300,2800,65,,,,240
JI413TH,3B14175009,P3B142607600,8,13,,/,0,20,35,49,60,78,81,400,49,,,10,1000,3645,60,,,,0
P91452WN,3B14172011,P3B142705300,8,13,,,0,30,30,50,60,80,80,500,46,,559.6790371,10,980,3645,60,,,,0
M10080AN,3B14183014,P3B142805800,3,4,,,0,26,35,55,85,85,80,500,59,,1180.020812,500,1200,2800,65,,,,297.2749794
P08019AN,3B14175002,P3B142900700,7,10,/,/,0,18,30,50,80,80,80,650,41,,771.42,600,450,2800,98,,,,600
MN211PA,3B14178001,P3B142901600,2,3,,/,0,15,30,50,80,80,80,550,34,,0,600/500,1230,3000,65,,,,
GM206PA,3B14180001,P3B142902500,9,9,/,/,20,,30,50,80,,,500,49,,,10,1150,3645,60,,,,
GM206PB,3B14180002,P3B142902600,9,9,,/,16,,30,50,80,,,500,52,,0,10,1150,3645,60,,,,0
R00075BN,3B14185017,P3B143001600,10,12,/,/,25,120,,100,,,,400,50,,538.8453314,600,1200,3000,65,,,,538.8453314
P91223AN,3B14182004,P3B143200300,11,14,/,/,0,19,30,50,80,80,80,650,51,,600,5,1180,3757,55,,,,240
P91223AN,3B14182005,P3B143300200,11,14,/,/,0,19,30,50,80,80,80,650,51,,738.7140903,5,1185,3757,55,,,,883.0188679
P10152WN,3B14170008,P3B142507900,1,2,/,/,0,12,31,53,63,83,84,650,38,,599.2232291,600,280,2800,98,,,,660
MNF06TH,3B14164018,P3B142604400,3,4,,,0,,,,,,,,,,0,150,1500,3000,65,,,,0
P98025AN,3B14170010,P3B142606800,11,14,,,0,14,30,80,80,80,80,500,42,,1442.472811,10,1250,3757,55,,,,0
M91434AN,3B14172010,P3B142705200,3,4,/,/,0,50,30,50,80,80,80,650,50,,0,600,1150,2800,65,,,,0
EN338TH,3B14177002,P3B142707700,1,2,,,0,10,31,52,63,83,84,500,40,,347.5862069,400,480,2800,98,,,,0
S89076IN,3B14171004,P3B142801800,7,10,/,/,0,15,30,50,80,80,80,500,46,,0,600,320,300,98,,,,800
YL502TH,3B14172015,P3B142802200,2,3,,/,0,,,,,,,,,,0,400,1050,2800,65,,,,0
P50565WN,3B14179013,P3B142804700,9,9,/,,10,,30,50,80,,,500,33,,78.93231649,10,1000,3645,60,,,,78.93231649
R91046AN,3B14179014,P3B142804800,3,4,/,,0,2,30,50,80,100,100,500,42,,0,500,1450,3000,65,,,,
MM345V,3B14182012,P3B142805100,2,3,,/,0,13,30,50,60,80,78,500,42,,0,400,1050,3000,65,,,,0
GA305TH,3B14183016,P3B142806000,8,13,/,/,0,,,,,,,,,,0,10,1250,3645,60,,,,0
S91318WN,3B14183017,P3B142806100,7,10,,/,0,14,31,49,60,83,85,400,45,,864.9376895,600,390,3000,98,,,,720
R70573BN,3B14185018,P3B142807500,10,12,,/,23,110,,100,,,,400,50,,,500,1300,3000,65,,,,333.693805
MN211PB,3B14178002,P3B142901700,2,3,,/,0,15,30,50,80,80,80,550,99,,0,600/500,1100,3000/2600,65,,,,0
PI70942CN,3B14185016,P3B142905300,10,12,/,/,20,100,,55,,,,300,50,,1584.90566,600,1150,2800,65,,,,566.2875573
MD301TH,3B14177018,P3B143100800,8,13,,,0,20,31,50,60,82,85,500,46,,0,10,1000,3645,60,,,,386.8887695
P91223AN,3B14182006,P3B143400100,11,14,,,0,18,30,50,80,80,80,650,48,,667.805194,5,1185,3757,55,,,,665.7326982
P90079WN,3B14176005,P3B142508400,7,10,,/,0,14,30,50,60,80,80,400,47,,840,600,370,2800,98,,,,1141.675284
GI304TH,3B14185011,P3B142608600,2,3,/,,0,13,30,50,60,80,80,650,31,,434.5202173,500,1070,3000,65,,,,434.5202173
JA002TH,3B14175006,P3B142706500,8,13,,,0,15,30,50,80,100,100,500,42,,0,3,1490,3645,60,,,,0
P70811BN,3B14183008,P3B142708700,11,14,,/,0,16,30,50,80,80,80,500,50,,950.1466276,,,,,,,,
EI202TH,3B14178011,P3B142804300,3,4,/,,0,20,30,50,80,80,80,550,32,,0,600,970,2800,65,,,,
JA005TH,3B14179012,P3B142804600,8,13,,,0,15,30,50,80,97,99,500,46,,416.8378287,10,1420,3645,60,,,,0
SZ310TH,3B14182007,P3B142804900,9,9,,/,20,,35,50,81,,,500,51,,184.9948613,7,1750,3645,60,,,,184.9948613
SZ313TH,3B14182008,P3B142805000,9,9,,/,15,,30,50,80,,,500,52,,0,10,1650,3645,60,,,,0
SI238PA,3B14183002,P3B142903200,3,4,/,,0,20,30,49,80,77,85,550,38,,0,500,1170,3000,65,,,,0
R10101TN,3B14184011,P3B142903700,1,2,/,/,0,9,31,51,59,83,83,500,41,,584,500,350,2900,98,,,,533.33
GW255PABD,3B14185007,P3B142904800,10,12,/,/,17,100,,60,,,,300,50,,570.375829,400,1330,2800,65,,,,280.155642
GW255PBBD,3B14185008,P3B142904900,10,12,/,/,17,100,,60,,,,300,51,,494.4107314,400,1330,2800,65,,,,494.4107314
M90079BN,3B14185014,P3B142905100,10,12,,/,25,120,,100,,,,400,50,,677.1159875,400,1200,3000,65,,,,434.5899281
P10001DN,3B14185015,P3B142905200,1,2,/,/,0,10,31,51,81,81,82,550,41,,846.5845465,500,320,2400,98,,,,0
R10116DN,3B14184025,P3B143001400,1,2,/,/,0,10,31,51,81,82,83,650,36,,1080,400,450,2800,98,,,,672
MZ301TH,3B14179009,P3B142608300,9,9,,/,20,,30,50,80,,,500,49,,630,8,1300,3645,60,,,,916.6136219
M90079WN,3B14171011,P3B142704200,7,10,,/,0,25,30,50,60,80,80,650,52,,0,600,400,3000,98,,,,510
SN212PA,3B14185009,P3B142709300,3,4,/,,0,20,30,50,80,80,80,650,35,,0,400,1150,2800,65,,,,
SN212PB,3B14185010,P3B142709400,3,4,/,,0,20,30,50,79,80,79,650,35,,0,500,1100,2600,65,,,,92.07383279
P70811BN,3B14183009,P3B142805400,11,14,/,/,0,16,30,50,80,80,80,500,52,,562.4163071,5,1200,3757,55,,,,552.7831094
P70811BN,3B14183010,P3B142805500,11,14,,/,0,15,30,50,80,80,80,500,50,,900,5,1200,3757,55,,,,0
SZ301TH,3B14183020,P3B142806400,8,13,,,0,15,30,50,60,80,80,650,46,,1212.298682,10,1260,3645,60,,,,0
S00468WN,3B14183023,P3B142806700,8,13,,/,0,20,30,50,60,80,81,500,48,,0,10,1250,3645,60,,,,0
GI215PA,3B14185005,P3B142807300,3,4,/,/,0,15,30,50,80,80,80,650,31,,1221.932115,400,1020,3000,65,,,,0
GI215PB,3B14185006,P3B142807400,3,4,/,/,0,15,30,50,80,80,80,650,31,,0,400,800,3000,65,,,,0
SK203PA,3B14187001,P3B142808000,2,3,/,/,0,20,31,55,79,79,79,650,101.3,,0,500,1350,3000,65,,,,302.0979021
SK203PB,3B14187002,P3B142808100,2,3,/,/,0,20,30,55,80,80,79,650,48,,0,,,,,,,,0
P00006IN,3B14177012,P3B142901000,8,13,/,/,0,23,30,50,80,80,80,650,52,,0,10,1300,3645,60,,,,
SI231PA,3B14186004,P3B142905900,10,12,/,/,17,100,,50,,,,300,52,,1422.343324,400,1250,3000,65,,,,235.8870968
SI231PB,3B14186005,P3B142906000,10,12,/,/,18,100,,50,,,,500,50,,514.0324963,400,1300,3000,65,,,,0
SK204PA,3B14186006,P3B142906100,2,3,/,/,0,15,30,50,80,80,80,650,44,,0,600,1230,3000,65,,,,0
SK204PB,3B14186007,P3B142906200,2,3,/,,0,20,30,55,80,80,80,650,51,,0,600,1080,3000,65,,,,0
ALZ44TH,3B14184016,P3B143001300,2,3,,,0,25,30,50,80,80,80,650,36,,1283.531409,400,750,2800,65,,,,738.177624
Y5252PA,3B14190015,P3B143002700,10,12,,/,15,100,,50,,,,300,50,,1462.5,400,1500,3000,65,,,,0
Y5252PB,3B14190016,P3B143002800,10,12,,/,17,100,,50,,,,300,50,,580.6451613,400,1430,3000,65,,,,
LZ300TH,3B14179010,P3B142608400,9,9,,/,0,,,,,,,,,,459.5744681,10,1330,3645,60,,,,0
JD301TH,3B14184019,P3B142807000,7,10,/,/,0,14,30,50,60,80,80,500,41,,630,600,370,2800,98,,,,
GN212PA,3B14186002,P3B142807700,3,4,/,/,0,15,30,51,78,79,85,500,37,,0,400,1110,3000,65,,,,0
GN212PB,3B14186003,P3B142807800,3,4,,,0,15,31,55,82,78,80,500,38,,0,500,1120,3000,65,,,,106.7122702
EI307TH,3B14177014,P3B142901200,8,13,/,/,0,25,30,50,60,80,80,600,49,,0,10,1200,3645,60,,,,0
G5204PA,3B14185001,P3B142904400,10,12,/,/,17,100,,60,,,,300,50,,222.857,400,1250,3000,65,,,,240
G5204PB,3B14185002,P3B142904500,10,12,/,/,17,100,,60,,,,300,50,,173.33,400,1250,3000,65,,,,200
LN208TH,3B14186015,P3B142906500,3,4,,/,0,10,30,50,80,80,80,400,30,,0,500,850,2800,65,,,,0
PI91491AN,3B14191014,P3B143500200,11,14,/,,0,19,31,55,79,82,80,500,50,,,,,,,,,,524.7494686
LA013TH,3B14178007,P3B142803900,7,10,/,,0,16,30,50,80,80,80,650,42,,1251.137774,600,470,2800,98,,,,0
P00318AN,3B14172004,P3B142900600,8,13,,,0,20,30,50,80,80,80,500,54,,1012.048193,10,1300,3645,60,,,,559.7667638
LN207TH,3B14185013,P3B142905000,1,2,,/,0,7,32,51,79,81,81,500,40,,600,600,380,2600,98,,,,1911.081619
MN310TH,3B14186016,P3B142906600,3,4,/,,0,15,30,49,59,77,79,650,35,,,300,930,3000,65,,,,
P98096BN,3B14186017,P3B142906700,10,12,,/,25,120,,100,,,,400,50,,332.253886,400,1380,3000,65,,,,
GN101TH,3B14184010,P3B143001100,1,2,/,/,0,11,31,51,78,83,85,650,38,,750,600,430,3000,98,,,,1200
S00331AN,3B14185020,P3B143001800,8,13,,,0,18,31,51,82,80,85,500,46,,825.0272826,10,1260,3645,60,,,,0
YN204PA,3B14190011,P3B143101400,3,4,/,/,0,12,30,50,80,80,80,500,31,,,400,1220,2800,65,,,,
YN204PB,3B14190012,P3B143101500,3,4,/,/,0,15,30,50,80,80,80,500,36,,,500,1200,2800,65,,,,0
LA103TH,3B14179005,P3B142708100,7,10,,/,0,14,31,49,82,83,83,500,51,,1005.230033,600,410,2800,98,,,,0
PI50636AN,3B14185026,P3B142709600,3,4,/,,0,20,30,50,80,100,100,500,48,,0,400\\\\300,1370,2800,65,,,,
S00319AN,3B14176007,P3B142802700,8,13,/,,0,25,30,50,80,80,80,650,53,,0,10,1250,3645,60,,,,0
P90098AN,3B14183006,P3B142805200,11,14,/,,0,18,30,50,80,80,80,500,50,,539.0374332,10,1250,3757,55,,,,0
LA103TH,3B14179006,P3B142902100,7,10,/,/,0,14,31,50,83,84,81,500,52,,771.42,600,410,2800,98,,,,560
SZ201PA,3B14184001,P3B142903400,9,9,/,,5,,30,50,80,,,500,40,,0,10,1300,3645,60,,,,0
SZ201PB,3B14184002,P3B142903500,9,9,,,12,,30,50,80,,,500,50,,,10,1300,3645,60,,,,
S18039FN,3B14185021,P3B142905400,1,2,/,,0,12,31,50,49,62,80,550,39,,,600,360,2800,98,,,,1024.424947
R91513WN,3B14190003,P3B142907200,2,3,/,/,0,15,30,50,60,80,80,500,39,,0,400,1100,2950,65,,,,0
LA103TH,3B14179007,P3B143000600,7,10,/,/,0,14,30,50,80,80,80,500,53,,771.42,600,410,2800,98,,,,613.33
S2234PABD,3B14190013,P3B142808400,9,9,,/,0,,,,,,,,,,0,10,1250,3645,60,,,,0
S2234PBBD,3B14190014,P3B142808500,9,9,/,/,16,,53,78,82,,,500,52,,131.6370839,10,1250,3645,60,,,,131.6370839
M70004AN,3B14196008,P3B142809900,11,12,,/,0,15,30,50,80,80,80,500,45,,0,400,1230,2800,65,,,,360
SI321TH,3B14179017,P3B142902400,8,12,,,0,25,30,50,60,80,80,650,58,,0,400,1300,3000,65,,,,
MA000TH,3B14190007,P3B143002500,10,13,,/,25,120,,100,,,,400,50,,599.0202939,10,1350,3645,60,,,,599.0202939
M10087BN,3B14192005,P3B143003600,1,2,,,0,10,30,50,80,100,100,500,42,,734.2820181,600,310,2800,98,,,,479.2719919
M91475AN,3B14192009,P3B143003900,11,11,/,/,0,22,30,50,80,80,80,500,50,,654.2150429,7,32,,30,,,,
LA103TH,3B14179008,P3B143100900,7,10,/,/,0,14,30,50,80,80,80,500,52,,771.42,600,410,2800,98,,,,660
SA816PA,3B14192001,P3B143101800,10,13,/,/,18,100,,50,,,,300,51,,0,10,1300,3645,60,,,,381.5627311
SA816PB,3B14192002,P3B143101900,10,13,,,20,100,,50,,,,300,53,,546.899841,10,1250,3645,60,,,,863.3093525
EA001TH,3B14192014,P3B143102100,8,13,/,/,0,20,30,50,80,80,80,500,53,,0,10,1380,3645,60,,,,0
P00501AN,3B14183011,P3B142805600,7,10,/,/,0,18,30,50,80,80,80,500,49,,840,600,410,2800,98,,,,1382.4
SM214PA,3B14191001,P3B142808600,9,9,/,/,15,,30,50,80,,,500,55,,0,10,1250,3645,60,,,,0
SM214PB,3B14191002,P3B142808700,9,9,/,/,15,,60,60,81,,,500,50,,156,10,1250,3645,60,,,,156
SM215PA,3B14191003,P3B142808800,9,9,/,/,15,,50,70,83,,,500,52,,145.0151057,10,1300,3645,60,,,,145.0151057
SM215PB,3B14191004,P3B142808900,9,9,,/,15,,30,50,80,,,500,54,,646.7065868,10,1300,3645,60,,,,0
M94001AN,3B14193009,P3B142809400,11,11,,/,0,12,30,50,80,80,80,500,43,,508.6342229,15,29,,30,,,,
M10092AN(IMP),3B14184009,P3B142903600,1,2,,/,0,15,30,50,80,80,80,650,42,,0,500,480,2800,98,,,,510
SJ101TH,3B14185025,P3B142905500,3,4,,/,0,20,30,52,77,81,84,500,36,,0,400,1440,3000,65,,,,
YD300TH,3B14186018,P3B142906800,8,12,/,,0,18,30,50,60,80,80,650,48,,981.0749432,600,1250,3000,65,,,,0
P00359WN,3B14186022,P3B142907000,8,12,,,0,19,30,50,60,81,80,650,38,,1008.822003,400,1100,3000,65,,,,570.108875
M50228CN,3B14191022,P3B142907800,3,4,/,,0,20,30,50,80,80,80,500,36,,665.742025,500,1100,2600,65,,,,38.30818966
MA001TH,3B14190008,P3B143002600,10,13,,/,20,120,,100,,,,400,50,,715.6525778,7,1380,3645,60,,,,298.4311447
R50552AN,3B14191011,P3B143003100,3,4,,,0,25,30,50,80,80,80,500,55,,613.8855055,300,1400,3000,65,,,,357.6078216
M00803AC,3B14186019,P3B143101200,11,11,,/,0,18,30,50,80,100,100,500,53,,315.4381085,10,33,,30,,,,
YD300TH,3B14158018,P3B142504600,8,13,/,/,0,20,30,50,60,80,80,650,48,,,10,1270,3645,60,,,,0
P00181AN,3B14182001,P3B142902700,7,10,/,/,0,18,30,50,80,100,100,500,50,,840,500,450,3000,98,,,,0
MZ317TH,3B14186020,P3B142906900,8,12,/,/,0,15,30,49,60,78,82,650,34,,619.4182712,400,1430,3000,65,,,,31.66666667
P10057CN,3B14191005,P3B142907400,3,4,/,/,0,20,30,50,80,100,100,650,40,,903.7656904,400,1400,2800,65,,,,156.5217391
P10153DN,3B14192006,P3B142907900,1,2,,/,0,9,31,51,78,82,83,550,39,,769.8574338,600,310,2800,98,,,,0
M10092AN,3B14193004,P3B142908000,1,2,,/,0,15,32,52,82,83,83,650,42,,0,500,460,3000,98,,,,1080
JD001TH,3B14193010,P3B142908100,10,13,,/,20,120,,100,,,,400,40,,0,10,1250,3645,60,,,,229.5186484
