Product,Batch no.,PO,Line,Mill,RFT-ext.,RFT-Mill,Dosing,Suggestion Side feed,HT1,HT2,HT3,HT4,HT5,Screw speed,Torque,Outlet temp,Throughput ext.(kg/h),Feed,Sep.,Rotor,Air flow,Inlet temp.,Outlet temp.,FG. temp.,Throughput mill (kg/h)
R91479WN,3B14185019,P3B143001700,2,3,,/,0,,,,,,,,,,1514.018692,500,950,3000,65,,,,1021.880544
EA203TH,3B14185030,P3B143001900,10,13,,,17,100,,55,,,,300,50,,505.2725382,10,1270,3645,60,,,,744.8275862
M91429AN,3B14196004,P3B143004800,11,14,,,0,17,30,50,80,80,80,500,53,,886.1847614,8,1300,3757,60,,,,1062.780269
MZ314TH,3B14198001,P3B143005200,9,9,/,/,18,,30,50,80,,,500,50,,0,6,1480,3645,60,,,,0
R70678CN,3B14193021,P3B143201200,9,9,/,,25,,30,50,80,,,500,52,,0,10,1030,3645,60,,,,0
MA101TH,3B14178012,P3B142608100,10,12,,,15,100,,80,,,,300,44,,0,10,1150,3645,60,,,,489.9625723
YN354A,3B14168017,P3B142702200,2,3,,,0,12,30,50,60,80,81,500,34,,,400,1300,3000,65,,,,0
GN354A,3B14169016,P3B142703100,2,3,,/,0,12,30,48,61,78,80,600,35,,0,600,1000,3000,65,,,,
JA301TH,3B14199007,P3B142909800,8,13,,/,0,16,30,51,60,80,80,550,32,,,400,1140,2800,65,,,,
MM102TH,3B14193003,P3B143004300,9,9,/,/,20,,30,50,80,,,500,50,,0,7,1200,3645,60,,,,0
P00374AN,3B14184003,P3B143101100,7,10,/,/,0,18,30,50,80,100,100,500,48,,0,500,430,2800,98,,,,0
MN211PB,3B14197014,P3B143103800,3,4,,,0,15,30,50,77,79,78,550,36,,1073.355419,500,1170,3000,65,,,,138.7402047
GZ308TH,3B14192015,P3B143200700,8,12,/,/,0,18,30,,80,80,80,650,45,,,,,,,,,,149.4499412
GI307TH,3B14186012,P3B142710000,2,3,,/,0,12,30,49,60,79,80,500,31,,0,400,1400,2950,65,,,,0
P30375AN,3B14191007,P3B142907500,9,9,/,/,20,,50,80,80,,,450,49,,0,6,1350,3645,60,,,,0
LA017TH,3B14185012,P3B143001500,7,10,/,/,0,18,30,50,80,100,100,500,50,,1080,600,470,3000,98,,,,680
M04251BN,3B14191015,P3B143003300,10,13,/,/,25,120,,100,,,,400,50,,0,7,1420,3645,60,,,,758.3936801
MP356V,3B14193016,P3B143004500,2,3,,/,0,20,30,49,59,80,80,550,37,,747.826087,400,1150,2800,65,,,,143.6122469
MN211PA,3B14197013,P3B143103700,3,4,/,/,0,15,30,49,75,85,85,550,31,,489.003881,500,1290,3000,65,,,,401.8497847
P90042AN,3B14183013,P3B142805700,11,14,/,,0,18,30,50,80,80,80,500,53,,1173.501577,10,30,,30,,,,0
S18001FN,3B14196002,P3B142809800,1,2,/,/,0,11,30,50,80,80,80,500,37,,840,600,420,2600,98,,,,484.7734457
LA005TH,3B14197005,P3B142908700,7,10,,/,0,17,30,50,80,80,80,550,49,,1625.806452,500,410,3000,98,,,,0
P91223AN,3B14198009,P3B142909600,11,14,,/,0,15,30,50,50,50,50,500,53,,,5,1300,3757,60,,,,0
EI414TH,3B14186023,P3B143002100,2,3,,/,0,20,30,50,80,80,80,650,34,,,600,950,2800,65,,,,0
Y5301PI,3B14190017,P3B143002900,3,4,,/,0,15,30,51,62,76,75,650,33,,0,500,1300,3000,65,,,,0
LN207TH,3B14191010,P3B143003000,1,2,/,/,0,8,31,51,79,83,82,500,40,,656.9799778,600,400,3645,98,,,,584.1258395
GI315TH,3B14192012,P3B143004200,8,13,,/,0,15,30,50,60,80,80,650,43,,482.2364589,500,1350,3000,65,,,,0
YI233PA,3B14193001,P3B143102200,3,4,,/,0,15,30,50,81,75,81,500,34,,0,500,1350,3000,65,,,,0
YI233PB,3B14193002,P3B143102300,3,4,/,/,0,15,30,50,80,80,80,500,30,,578.8667688,600,1250,3000,65,,,,0
P91468AN,3B14197016,P3B143104000,11,14,,/,0,12,30,50,80,100,100,500,45,,666.4501462,10,28,,28,,,,
M04251BN,3B14191016,P3B143200600,10,13,/,/,25,120,,100,,,,400,50,,682.8719966,6,1370,3645,60,,,,682.8719966
EI302TH,3B14193022,P3B143201300,8,12,,/,0,20,30,49,60,75,85,550,57,,0,400,1100,2800,65,,,,323.3758095
M04251BN,3B14191017,P3B143400200,10,13,/,,25,120,,100,,,,400,50,,647.4820144,10,1370,3645,60,,,,647.1586937
M90552WN,3B14183012,P3B142708800,8,12,/,/,0,35,30,50,59,80,80,650,45,,0,400,900,2800,65,,,,
M04006AN,3B14196006,P3B142908300,7,10,,/,0,20,31,50,84,84,83,500,52,,1194.501501,500,500,3000,98,,,,840
YR00140KV,3B14204003,P3B142911300,10,13,/,/,25,120,,100,,,,400,50,,628.6902287,10,1250,3645,60,,,,628.6902287
PI30413AN,3B14192003,P3B143003500,9,9,/,,20,,54,80,81,,,500,43,,0,10,1220,3645,60,,,,119.3592294
EI303TH,3B14192008,P3B143003800,2,3,/,/,0,20,30,50,60,80,80,650,36,,402.0741923,500,1150,2800,65,,,,288
MI314TH,3B14192010,P3B143004000,3,4,,/,0,15,30,50,80,83,80,500,34,,0,400,1300,3000,65,,,,207.2388831
YN304V,3B14193005,P3B143102400,1,2,,/,0,10,30,50,60,80,80,500,38,,900,500,360,2600,98,,,,444
P91486AN,3B14193007,P3B143102500,7,10,/,,0,18,32,53,83,83,83,550,49,,589.4124068,600,470,2800,98,,,,0
GA104TH,3B14199010,P3B143104900,10,13,,/,17,100,,50,,,,500,50,,394.28,10,1300,3645,60,,,,216
M94853AN,3B14192016,P3B143200800,2,3,/,/,0,20,30,50,81,80,80,500,46,,0,400,700,2800,65,,,,
P91223AN,3B14198010,P3B143400300,11,14,,/,0,13,30,50,50,50,50,50,50,,635.6264714,5,1300,3757,6O,,,,740.5063291
YN309TH,3B14185022,P3B142709500,1,2,,/,0,9,31,51,60,84,84,500,42,,512.7393575,600,420,2800,98,,,,480
P20293AN,3B14192004,P3B142809200,9,9,,,13,,50,100,100,,,500,36,,630,10,1300,3645,60,,,,606.3157895
S00485AN,3B14193012,P3B142809600,10,13,,/,22,110,,100,,,,400,40,,262.9565217,10,1300,3645,60,,,,262.9565217
EI402TH,3B14192007,P3B143003700,8,12,,/,0,35,34,50,60,82,85,650,51,,0,500,1050,2800,65,,,,362.4050517
P70811BN,3B14198006,P3B143005400,11,14,,/,0,16,30,50,50,50,50,500,52,,900,10,1300,3757,60,,,,0
J2002PI,3B14194001,P3B143102800,3,4,,/,0,12,31,54,80,99,100,400,45,,155.7522124,500,1300,2800,65,,,,155.7522124
M04002AN,3B14199008,P3B143104700,10,13,/,/,25,120,,100,,,,400,50,,737.1579876,10,1300,3645,60,,,,
P91518WN,3B14199009,P3B143104800,8,12,/,/,0,20,30,50,60,84,83,500,54,,0,600,1100,2800,65,,,,448.9311164
R91046AN,3B14193024,P3B143201500,3,4,/,/,0,20,30,50,80,100,100,650,42,,928.7469287,500,1480,3000,65,,,,0
E10001XN,3B14199003,P3B143202300,1,2,,/,0,12,30,50,80,80,80,500,37,,1350,600,360,2600,98,,,,660
S91422WN,3B14199005,P3B143300400,8,12,,/,0,20,29,50,61,82,80,450,44,,868.4663986,400,1300,2800,65,,,,0
P91223AN,3B14198011,P3B143500300,11,14,,/,0,13,30,50,50,50,50,500,53,,866.2397072,5,1300,3757,60,,,,1794.019934
M94127AN,3B14191009,P3B142809100,2,3,/,,0,20,30,50,80,80,80,500,50,,0,300,1300,2950,65,,,,
R70952PB,3B14194003,P3B142809700,9,9,,/,15,,30,50,80,,,500,50,,551.8867925,10,1050,3645,60,,,,0
MK204TH,3B14198014,P3B142810000,9,9,,,16,,30,50,80,,,500,53,,0,10,1270,3645,60,,,,
P91403WN,3B14191018,P3B142907700,7,10,/,/,0,23,30,50,80,80,80,650,46,,1080,600,400,2800,98,,,,788.57
M54005AN,3B14197008,P3B142909000,10,13,,,25,120,,100,,,,400,52,,,5,1450,3645,60,,,,0
JI007TH,3B14193017,P3B143004600,2,3,,,0,20,30,50,80,80,80,650,53,,1400.338246,300,1450,2800,65,,,,230.1790281
R10093XN,3B14197009,P3B143005000,1,2,,/,0,9,31,52,54,55,60,500,46,,677.14,500,430,3000,98,,,,640
S90133TN,3B14205010,P3B143006000,8,13,,/,0,30,30,50,60,80,80,550,46,,,10,1270,3645,65,,,,
R70952PA,3B14194002,P3B143102900,9,9,/,,13,,30,50,80,,,500,54,,0,10,1050,3645,60,,,,
P70811BN,3B14198007,P3B143104200,11,14,/,/,0,16,30,50,50,50,50,500,50,,462.0462046,10,1300,3757,60,,,,400
R10084CN,3B14196009,P3B143201600,1,2,,/,0,9,30,50,80,80,80,500,37,,543.1381314,600,45O,2700,98,,,,
P70811BN,3B14198008,P3B143201900,11,14,/,/,0,16,30,50,50,50,50,500,50,,450,10,1300,3757,60,,,,330
P90700DN,3B14205007,P3B143203900,10,12,,/,23,110,,60,,,,400,50,,213.1843575,400,1230,3000,65,,,,
YN100G,3B14165011,P3B142605200,1,2,,/,0,9,30,50,80,80,80,500,42,,753.4683464,609,320,2800,98,,,,521.680972
MZ308TH,3B14198005,P3B142909500,7,10,,/,0,12,30,50,60,80,80,500,43,,477.1221205,600,440,3000,98,,,,
M90035WN,3B14205014,P3B143006400,8,13,/,/,0,30,30,50,60,80,80,500,55,,,10,1000,3645,60,,,,
YN210PB,3B14197003,P3B143103400,1,2,/,/,0,10,31,51,78,83,83,500,38,,,600,410,3000,98,,,,
P90340DN,3B14198013,P3B143104300,11,14,/,,0,18,30,50,80,80,80,650,50,,,10,1010,3757,60,,,,
S90364AN,3B14199006,P3B143202400,2,3,/,/,0,20,30,50,80,80,80,500,50,,0,400,1100,2800,65,,,,
S91317WN,3B14196001,P3B143004700,2,3,,/,0,30,30,50,60,80,80,550,40,,0,400,950,2800,65,,,,0
YK201PA,3B14194004,P3B143103000,9,9,/,/,20,,30,50,80,,,500,46,,,10,1350,3645,60,,,,
YN210PA,3B14197002,P3B143103300,1,2,/,,0,10,31,52,78,84,83,500,37,,,,,,,,,,0
S90507TN,3B14193019,P3B143201000,8,13,,/,0,25,30,50,60,80,80,550,52,,0,10,1130,3645,60,,,,0
GD202PA,3B14206001,P3B143204600,10,12,/,/,17,100,,60,,,,300,52,,,400,1350,2800,65,,,,0
GD202PB,3B14206002,P3B143204700,10,12,/,/,17,100,,60,,,,300,52,,,400,1300,2800,65,,,,486.7924528
LA201PA,3B14206003,P3B143204800,10,12,/,,18,100,,50,,,,300,50,,0,500,1500,2800,65,,,,
LA201PB,3B14206004,P3B143204900,10,12,/,/,18,100,,50,,,,300,50,,451.9650655,500,1250,2800,65,,,,
AN203TH,3B14197006,P3B142908800,3,4,,,0,,,,,,,,,,0,150,1500,3000,65,,,,758.8932806
P90097BN,3B14200004,P3B142910500,11,14,,/,0,17,30,50,80,80,80,650,52,,971.3062099,10,1150,3757,60,,,,340
JN205TH,3B14201008,P3B142911000,3,4,,/,0,12,30,50,77,79,76,500,37,,121.37559,400,1040,2600,65,,,,413.2376765
MN232PA,3B14193013,P3B143102600,1,2,,/,0,8,30,50,80,80,80,500,36,,631.2219082,600,480,2800,98,,,,630.5732484
P91035BN,3B14197017,P3B143104100,11,14,/,/,0,18,30,50,80,80,80,650,50,,437.5,10,1130,3757,60,,,,340
JA017TH,3B14198015,P3B143104400,7,10,,,0,22,30,50,80,80,80,500,54,,1996.810934,500,470,2800,98,,,,721.2020033
YN204PB,3B14199002,P3B143104600,3,4,/,/,0,12,30,50,81,76,77,500,30,,0,500,1200,2800,65,,,,0
PI05003CN,3B14199011,P3B143105000,10,12,,,18,100,,50,,,,300,49,,1989.858012,500,1300,2800,65,,,,0
R91323AN,3B14193023,P3B143201400,11,14,/,,0,18,30,50,80,80,80,650,50,,580,5,1300,3757,60,,,,0
JA016TH,3B14198016,P3B143202000,7,10,/,,0,18,32,51,85,85,85,500,54,,900,600,400,2800,98,,,,690
R00377AN,3B14199012,P3B143202500,10,12,,/,25,120,,100,,,,400,50,,0,500,1320,3000,65,,,,0
P70929XN,3B14200010,P3B143202700,9,9,,/,13,,31,51,82,,,500,51,,,7,1250,3645,60,,,,0
SZ201PA,3B14201003,P3B143203100,9,9,/,/,15,,30,50,80,,,500,42,,0,10,1300,3645,60,,,,0
SZ201PB,3B14201004,P3B143203200,9,9,,/,15,,30,50,80,,,500,50,,547.3684211,10,1300,3645,60,,,,0
JI403TH,3B14204008,P3B143203400,8,13,/,/,0,30,30,50,60,80,80,650,47,,,10,1000,3645,60,,,,
JA203TH,3B14207021,P3B143206900,10,12,/,/,16,100,,50,,,,300,50,,,500,1320,2800,65,,,,
M91164WN,3B14204011,P3B143300600,2,3,/,/,0,25,30,50,80,100,100,500,42,,1395.594714,600,820,2450,65,,,,1395.594714
M94022AN,3B14190002,P3B142808300,11,14,,/,0,15,30,50,80,100,100,500,45,,580.5336917,10,1300,3757,60,,,,387.69
R91132AN,3B14200008,P3B142910700,11,14,,/,0,16,30,50,80,80,80,550,50,,559.4819611,5,1420,3757,60,,,,
S40168AN,3B14207016,P3B143006900,9,9,,/,25,,50,80,80,,,500,36,,189.8185927,10,1300,3645,60,,,,539.5279131
MN232PB,3B14193014,P3B143102700,1,2,,,0,10,30,50,80,80,80,500,40,,723.3451138,600,470,2800,98,,,,857.1428571
SI318TH,3B14197011,P3B143103500,3,3,,,0,15,30,50,62,78,80,550,36,,470.3209316,600,940,3000,65,,,,0
YN204PA,3B14199001,P3B143104500,3,4,/,/,0,15,30,50,80,80,80,500,32,,578.9473684,500,1200,2800,65,,,,0
YN212PA,3B14201005,P3B143105300,3,4,/,/,0,13,29,49,85,75,85,550,32,,228.2608696,400,1300,3000,65,,,,160.5284889
YN212PB,3B14201006,P3B143105400,3,4,/,/,0,13,30,50,80,75,81,550,33,,233.1174838,400,1250,3000,65,,,,233.1174838
P70941CN,3B14207011,P3B143106500,10,12,/,/,20,120,,55,,,,400,50,,288.3295195,500,1200,2800,65,,,,288.3295195
YY23NPI,3B14198018,P3B143202200,2,3,/,/,0,15,50,80,100,100,100,500,47,,1027.984009,400,1300,2800,65,,,,0
LA103TH,3B14205017,P3B143204200,7,10,,/,0,15,30,50,80,80,80,500,52,,1127.80083,500,430,2800,98,,,,1821.631879
P40167AN,3B14207008,P3B143206100,9,9,,/,25,,50,80,100,,,500,53,,293.8204431,10,1300,3645,60,,,,0
P98096BN,3B14207019,P3B143206700,10,12,/,/,23,120,,100,,,,400,50,,724.6585191,400,1440,3000,65,,,,0
LA103TH,3B14205018,P3B143400600,7,10,/,/,0,,,,,,,,,,843.8598776,500,410,2800,98,,,,1949.458484
LA103TH,3B14205019,P3B143500500,7,10,/,/,0,15,30,50,80,80,80,500,52,,373.5588009,500,430,2800,98,,,,1468.605889
M10080AN,3B14197007,P3B142908900,3,4,,,0,20,30,50,80,100,100,500,45,,0,500,1230,2800,65,,,,
M24004AN,3B14204004,P3B143005800,9,9,/,/,20,,50,80,100,,,500,50,,0,10,1250,3645,60,,,,0
P90709AN,3B14205009,P3B143005900,11,14,/,/,0,17,30,50,80,80,80,550,50,,560,10,1250,3757,60,,,,369.23
GA301TH,3B14206012,P3B143006600,8,13,,,0,25,29,49,60,78,85,550,45,,404.494382,10,1170,3645,60,,,,0
MN301TH,3B14200007,P3B143105200,2,3,,/,0,15,30,46,61,78,82,650,36,,0,500,1400,2900,65,,,,0
M00335AG,3B14204005,P3B143105500,7,10,/,/,0,20,30,50,80,80,80,500,51,,720,600,450,2800,98,,,,754.38
EN272TH,3B14204006,P3B143105600,3,4,/,/,0,15,30,51,80,85,80,500,29,,1228.436019,400,950,3000,65,,,,0
S00007BN,3B14205003,P3B143203700,7,10,,,0,18,32,52,84,82,81,500,55,,0,500,440,2800,98,,,,720
S00007BN,3B14205004,P3B143203800,7,10,/,/,0,18,31,50,82,80,81,500,56,,900,500,460,2800,98,,,,420
P10001AN,3B14205016,P3B143204100,1,2,/,/,0,14,32,51,82,82,83,500,48,,1051.2,500,530,2800,98,,,,336.3977259
P90042AN,3B14207009,P3B143206200,11,14,/,/,0,18,30,50,80,80,80,500,50,,265.71,10,1320,3757,60,,,,400
P90025AN,3B14207020,P3B143206800,11,14,/,/,0,18,30,50,80,80,80,500,52,,306.67,10,1310,3757,60,,,,400
MZ307TH,3B14211014,P3B143207300,8,13,,,0,25,30,50,60,80,80,650,52,,0,10,1380,3645,60,,,,0
M90254AN,3B14206018,P3B143300900,10,12,/,/,35,130,,100,,,,500,40,,1030.440709,400,1300,3000,65,,,,1030.440709
MN102TH,3B14211012,P3B143301500,1,2,,/,0,7,30,50,80,80,80,650,37,,483.5820896,500,550,3000,98,,,,665.1963998
S70826BN,3B14212009,P3B143301900,10,12,/,/,23,120,,50,,,,400,43,,685.6365491,600,1300,2800,65,,,,685.6365491
JN203PA,3B14229001,P3B143603000,3,4,/,/,0,15,30,50,80,75,81,550,35,,236.3120991,500,1200,2950,65,,,,
YN100G,3B14196005,P3B143004900,1,2,/,/,0,8,30,50,80,80,80,500,42,,583.33,600,410,2800,98,,,,690
MN305TH,3B14205011,P3B143006100,2,3,/,/,0,15,30,50,60,80,80,500,37,,0,400,800,2800,65,,,,0
P00806AN,3B14205005,P3B143105700,7,10,,/,0,18,31,51,85,85,86,500,52,,,500,440,3000,98,,,,759
YN000TH,3B14212012,P3B143107300,3,4,,/,0,15,30,55,76,105,98,500,41,,0,400,1300,3000,65,,,,
P90098AN,3B14207010,P3B143301100,11,14,,/,0,18,30,50,80,80,80,500,50,,333.9517625,10,1250,3757,65,,,,500
P91035BN,3B14212013,P3B143401000,10,12,/,/,25,120,,60,,,,400,50,,0,500,1150,3000,65,,,,
SN212PB,3B14201002,P3B142910900,3,4,/,,0,20,30,50,80,80,80,650,37,,733.8618347,500,1120,2600,65,,,,
P00161AN,3B14205015,P3B143006500,7,10,/,/,0,18,31,54,84,101,100,500,51,,840,600,510,2800,98,,,,665.4343808
S10001IN,3B14206010,P3B143106300,1,2,/,/,0,17,33,51,82,84,83,650,48,,1080,600,560,2800,98,,,,840
S2301PIBD,3B14213003,P3B143208100,8,13,/,,0,20,30,50,59,81,81,650,51,,220.5820916,10,1190,3645,60,,,,205
P00000AC,3B14212008,P3B143400900,10,12,,,25,120,,100,,,,400,50,,,500,1360,2800,65,,,,
SN212PA,3B14201001,P3B142910800,3,4,,/,0,20,30,50,80,80,80,650,36,,0,400,1280,2800,65,,,,
YK201PB,3B14194005,P3B143103100,9,9,,,20,,30,50,80,,,500,48,,,10,1350,3645,60,,,,269.5477387
Y5252PA,3B14213001,P3B143107400,10,12,/,/,15,100,,55,,,,300,52,,360,400,1250,3000,65,,,,
Y5252PB,3B14213002,P3B143107500,10,12,,/,15,100,,50,,,,300,50,,300,400,1250,3000,560,,,,
S20296AN,3B14204010,P3B143203600,9,9,,/,13,,50,100,100,,,400,36,,0,10,1300,3645,60,,,,0
P00492AN,3B14206015,P3B143205100,7,10,/,/,0,18,30,50,80,80,80,500,55,,840,500,500,2800,98,,,,800
S98023DN,3B14207001,P3B143205500,10,12,,/,20,100,,50,,,,300,50,,0,400,1080,2800,65,,,,
P00006AN,3B14206008,P3B143300700,7,10,,/,0,18,35,50,84,105,99,650,45,,0,450,450,3000,98,,,,523.63
EN037TH,3B14213016,P3B143302600,1,2,,/,0,13,32,50,79,82,83,550,48,,891.4666667,600,520/480,2800,98,,,,509.2926491
P91223AN,3B14212005,P3B143400800,11,14,,/,0,15,30,50,50,50,50,500,50,,1380,10,1200,3757,60,,,,800
JA011TH,3B14208003,P3B143007000,7,10,,/,0,19,31,52,85,103,98,650,52,,1007.162041,600,470,2800,98,,,,528
SM216PB,3B14206006,P3B143106000,3,4,/,,0,15,30,50,80,80,80,650,37,,0,600,1100,2800,65,,,,
P08019AN,3B14212007,P3B143107100,7,10,/,/,0,16,32,53,85,83,82,650,40,,771.4285714,600,500,2800,98,,,,472.7272727
R60631XN,3B14193020,P3B143201100,3,4,,,0,15,30,48,48,55,55,550,34,,0,400,1200,2800,65,,,,
LN207TH,3B14207013,P3B143206300,1,2,,/,0,7,30,50,80,80,80,500,40,,1311,600,370,3000,98,,,,660
EI202TH,3B14211013,P3B143207200,3,4,,/,0,15,30,50,80,80,80,550,27,,345,600,1020,2800,65,,,,
P91223AN,3B14212002,P3B143207700,11,14,,/,0,13,30,50,50,50,50,500,51,,460,10,1200,3757,60,,,,405.9302568
P91223AN,3B14212003,P3B143207800,11,14,/,/,0,15,30,50,50,50,50,500,52,,460,10,1200,3757,60,,,,387.69
P90097BN,3B14217006,P3B143208900,10,12,/,/,25,120,,100,,,,400,50,,418.4329277,500,1120,2800,65,,,,
JI011TH,3B14211011,P3B143301400,10,12,/,/,30,,,100,,,,400,50,,630,600,1300,2800,65,,,,
P91223AN,3B14212004,P3B143301700,11,14,,,0,15,30,50,50,50,50,500,50,,461.097852,10,1200,3757,60,,,,821.2927757
M10092AN,3B14212006,P3B143301800,1,2,/,/,0,17,30,50,80,80,80,650,46,,1201.869575,600,540,3000,98,,,,500
P00501AN,3B14212011,P3B143302000,7,10,/,/,0,18,31,50,85,85,83,500,50,,850,600,440,2800,98,,,,600
P20320AN,3B14214008,P3B143303800,9,9,,/,18,,67,102,102,,,500,40,,1260,10,1280,3645,60,,,,120
S00500BN,3B14217015,P3B143600600,10,12,,,20,120,,100,,,,400,50,,460,500,1120,2800,65,,,,
GI313TH,3B14204002,P3B142911200,2,3,/,/,0,15,30,48,59,79,80,500,37,,,600,1150,2800,65,,,,
P91103WN,3B14211006,P3B143007300,8,13,/,/,0,25,30,50,60,80,80,650,46,,210,10,1050,3645,60,,,,210
SM216PA,3B14206005,P3B143105900,3,4,/,,0,15,30,50,80,80,80,650,36,,,600,1150,2800,65,,,,
M90051WN,3B14211005,P3B143106900,8,13,,,0,25,30,50,60,80,80,500,44,,730,10,1060,3645,60,,,,720
R10116DN,3B14205021,P3B143204300,3,4,,,0,12,30,50,85,84,81,650,26,,227.3684211,600,1190,3000,65,,,,
Y2309PIBD,3B14207002,P3B143205600,2,3,,,0,15,30,50,60,80,80,500,38,,,500,920,3000,65,,,,
MN304TH,3B14211015,P3B143207400,2,3,,,0,12,30,51,59,80,81,500,38,,211.7647059,400,960,2950,65,,,,
PI30413AN,3B14213015,P3B143302500,9,9,/,/,20,,50,80,80,,,500,49,,960,10,1250,3645,60,,,,186.6666667
S08023FN,3B14213020,P3B143303000,10,12,,/,18,100,,55,,,,300,39,,400.1307617,400,1300,3000,65,,,,400.1307617
EA104TH,3B14213022,P3B143303200,10,12,,/,25,100,,50,,,,300,50,,0,400,1100,3000,65,,,,0
P70811BN,3B14214004,P3B143303500,11,14,/,/,0,15,30,50,50,50,50,500,50,,489.1249651,10,1280,3757,60,,,,389
MA000TH,3B14214020,P3B143304400,7,10,,/,0,18,30,50,80,80,80,650,52,,1053.895447,400,520,3000,98,,,,535.2682289
GA004TH,3B14219015,P3B143403700,10,12,/,,25,140,,100,,,,400,50,,531,,,,,,,,
S70840FN,3B14205020,P3B143600200,3,4,,,0,11,30,50,80,80,80,500,27,,,500,1150,2800,65,,,,
GZ301TH,3B14211004,P3B143007200,8,13,/,,0,15,30,50,60,80,80,500,48,,440,10,1190,3645,60,,,,136.3677359
YN100G,3B14213011,P3B143107700,1,2,,,0,11,33,50,80,83,82,500,50,,800,600,380,2800,98,,,,600.1905367
AN203TH,3B14214002,P3B143107800,1,2,,,0,15,30,50,50,50,50,550,40,,837.9310345,400,820,2800,98,,,,388.8888889
SJ101TH,3B14206016,P3B143205200,2,3,/,/,0,15,30,50,80,80,80,550,49,,190.9814324,400,1300,3000,65,,,,0
P10057CN,3B14211003,P3B143207000,3,4,/,/,0,12,30,51,80,105,104,550,31,,405.2532833,600,1200,2800,65,,,,
P50185AN,3B14211010,P3B143207100,2,3,,/,0,30,29,52,81,80,79,500,50,,,400,1180,2950,65,,,,
P70925DN,3B14211017,P3B143207500,9,9,,/,20,,30,50,80,,,500,43,,203.4281409,10,1150,3645,60,,,,0
GN208PA,3B14213004,P3B143302200,3,4,/,/,0,10,30,50,80,85,80,550,40,,112.7516779,500,1150,3000,65,,,,
GN208PB,3B14213005,P3B143302300,3,4,/,/,0,25/15/13,30,49,81,79,80,550,30,,184.8184818,,,,,,,,184.8184818
P70811BN,3B14214006,P3B143303600,11,14,/,,0,15,30,50,50,50,50,500,50,,530.1818182,10,1250,3757,60,,,,914.8377612
P70811BN,3B14214007,P3B143303700,11,14,/,/,0,15,30,50,50,50,50,500,52,,448.62,10,1280,3757,60,,,,379.5830338
P08013AN,3B14214015,P3B143304000,10,12,/,,30,120,,100,,,,400,50,,676.4705882,100,1500,3000,65,,,,
MA000TH,3B14218002,P3B143305100,7,10,/,/,0,20,32,53,84,82,82,550,57,,868,400,520,3000,98,,,,504
LA002TH,3B14212018,P3B143401200,10,12,/,,30,120,,100,,,,400,53,,0,400,1300,2800,65,,,,
P70811BN,3B14214005,P3B143401600,11,14,/,,0,15,30,50,50,50,50,500,52,,434.2978723,10,1320,3757,60,,,,290.8568607
P30375AN,3B14214010,P3B143600300,9,9,,/,14,,50,100,100,,,500,37,,140,10,1400,3645,60,,,,408.7591241
M50170AN,3B14200005,P3B142910600,2,3,/,,0,30,30,50,80,80,80,650,56,,587.9926417,400,1250,2950,65,,,,587.9926417
M54023AN,3B14205012,P3B143006200,2,3,,,0,,30,50,80,80,80,650,40,,605.5508831,400,1300,2950,65,,,,
MZ314TH,3B14213012,P3B143208300,9,9,/,/,15,,30,50,80,,,500,47,,209.2057928,3,50,300,60,,,,0
MA001TH,3B14218001,P3B143209000,7,10,/,/,0,20,30,50,80,80,80,650,52,,870,350,560,3000,98,,,,586.67
M94001AN,3B14219006,P3B143209500,11,14,/,/,0,18,30,50,80,80,80,500,47,,420,10,1250,3757,60,,,,0
EI402TH,3B14207022,P3B143301200,8,13,/,/,0,20,30,50,60,80,80,650,40,,313.2,10,1000,3645,60,,,,293.33
MA001TH,3B14213018,P3B143302800,7,10,,/,0,,30,50,80,80,80,650,55,,1551,350,560,3000,98,,,,440
MN217PA,3B14205001,P3B143400400,3,4,/,/,0,12,30,50,80,80,80,650,30,,0,500,1200,3000,65,,,,68.75
MN217PB,3B14205002,P3B143400500,3,4,/,/,0,12,30,50,80,80,80,650,31,,422.0398593,500,1150,3000,65,,,,0
MA206PA,3B14221002,P3B143601000,10,12,,/,18,100,,50,,,,300,51,,0,400,1300,2800,65,,,,
MA206PB,3B14221003,P3B143601100,10,12,,/,18,100,,,50,,,300,51,,360.2771363,400,1250,2800,65,,,,0
YN304V,3B14207004,P3B143205800,1,2,,,0,10,30,50,60,80,80,500,39,,465.9233132,600,330,2600,98,,,,516.25
GA004TH,3B14213017,P3B143302700,10,12,,,25,,,100,,,,400,50,,1244.444444,200,1500,3000,65,,,,0
P00002AN,3B14217007,P3B143304700,7,10,,,0,18,30,50,80,80,80,500,56,,900,500,450,2800,98,,,,666.67
M54088AN,3B14214012,P3B143401700,2,3,,,0,25,30,50,80,80,80,650,48,,276.9230769,500,1150,2800,65,,,,270.0033416
M98659BN,3B14220012,P3B143404500,11,14,,/,0,20,30,50,80,80,80,650,47,,630,10,1320,3757,60,,,,440
YN309TH,3B14207006,P3B143106400,1,2,,/,0,9,30,50,60,80,80,500,42,,771.4285714,600,400,2800,98,,,,800
P50010AN,3B14207014,P3B143206400,2,3,,,0,,,,,,,,,,0,400,1370,2800,65,,,,
M90126BN,3B14218004,P3B143209100,11,14,/,/,0,18,30,50,80,80,80,650,50,,630,10,1200,3757,60,,,,
P00055AN,3B14221006,P3B143209800,7,10,/,/,0,15,30,50,80,80,80,500,51,,926,450,5210,2800,98,,,,610.91
